id,title,description,link,image_link,price,availability,condition
389389024141,"(Qty 2) Shurflo - Water Pressure Reducer Valves 65 psi - 183-165-01 - 3/8"" Barb",Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com389389024141,https://i.ebayimg.com/00/s/NzcxWDEzMDU=/z/p5kAAeSw9n5pRMkP/$_57.PNG?set_id=880000500F,22.49 USD,in_stock,new
389389027606,"Generant - Back Pressure Regulator - 1/4"" NPT - 100-350 psi - BPR-250I-C-320",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389389027606,https://i.ebayimg.com/00/s/MTA2MVg2OTI=/z/Zn8AAeSw4LBpRMmH/$_57.PNG?set_id=880000500F,39.99 USD,in_stock,used
389389035541,"(Bag of 25) NDL - 1/2"" 90 Short Radius Copper Elbows Cup x Cup CxC - CS7-08 107",Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com389389035541,https://i.ebayimg.com/00/s/MTI3OVgxMDE3/z/aeoAAeSwKxdpRMq8/$_57.PNG?set_id=880000500F,17.99 USD,in_stock,new
389389061864,"Eaton 3/4"" Model 85 Y-Strainer 600# SWE Carbon Steel SS Screen SY085007ES30A NOS",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389389061864,https://i.ebayimg.com/00/s/ODY1WDE0MjU=/z/Lf8AAeSwZ59pRM1D/$_57.PNG?set_id=880000500F,71.99 USD,in_stock,used
389389069236,"Eaton - 3/4"" Model 85 Y-Strainer 600# SWE Carbon Steel SS Screen - SY085007ES30A",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389389069236,https://i.ebayimg.com/00/s/MTAxNVgxNDYy/z/M6oAAeSwoo1pRM5a/$_57.PNG?set_id=880000500F,87.99 USD,in_stock,used
389389091089,"(Qty 2) Kimball Midwest 1"" Female JIC Swivel x Hose Crimp 45 Elbow EFJX45-16-16",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389389091089,https://i.ebayimg.com/00/s/OTk3WDEyMDI=/z/evkAAeSw~K1pRNA8/$_57.PNG?set_id=880000500F,33.99 USD,in_stock,used
389389115588,"(Qty 5) 1"" NPT x 17"" Long Steel Pipe Nipples SCH 40",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com389389115588,https://i.ebayimg.com/00/s/NTAwWDE1NTg=/z/NxQAAeSwuntpRNI7/$_57.PNG?set_id=880000500F,33.99 USD,in_stock,used
388605436669,(Lot of 9) DC Comics - Icon - 1993 - Issues #2 #4 #5 #6 #7 #11 #19 #20 #21,Quality part from Bulldog of the Pines. eBay Condition: Good,https://bulldogofthepines.com388605436669,https://i.ebayimg.com/00/s/ODg0WDE1NTQ=/z/r0YAAOSw2RBoU4RC/$_57.PNG?set_id=880000500F,21.24 USD,in_stock,used
388605472697,"(Lot of 3) Black Panther & The Agents of Wakanda 2019; Issues #1, #2, #2 Variant",Quality part from Bulldog of the Pines. eBay Condition: Good,https://bulldogofthepines.com388605472697,https://i.ebayimg.com/00/s/MTM5OFgxMDAx/z/jiIAAOSwzgFoU4h8/$_57.PNG?set_id=880000500F,16.99 USD,in_stock,used
388605563042,218A Toner Cartridge *NO CHIP* for HP LaserJet Pro 3201dw & MFP 3301fdw/ 3301sdw,Quality part from Bulldog of the Pines. eBay Condition: Open box,https://bulldogofthepines.com388605563042,https://bulldogofthepines.com,21.24 USD,in_stock,used
386130854307,(1) OE Mecal by Starn - Machine Press Spare Parts - Steel Tooth - 911272097 E23,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386130854307,https://i.ebayimg.com/00/s/ODQ2WDU0MQ==/z/gagAAOSwti1lCSrx/$_57.PNG?set_id=880000500F,21.24 USD,in_stock,used
386130867407,OE Mecal by Starn - Machine Press Spare Parts - Steel Bracket - 911080063 E23,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386130867407,https://i.ebayimg.com/00/s/OTc0WDEyMzM=/z/yQgAAOSwEa9lCSuh/$_57.PNG?set_id=880000500F,37.49 USD,in_stock,used
386130874699,(1) OE Mecal by Starn - Machine Press Spare Parts - Steel Block - 991010018 C23,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386130874699,https://i.ebayimg.com/00/s/NTAwWDE0MzM=/z/Qt0AAOSwLCllCSvx/$_57.PNG?set_id=880000500F,21.24 USD,in_stock,used
386130881717,NAPA - Echlin - Heater A/C Door Actuator Motor - ADA113 - for Select 09-17 Fords,Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com386130881717,https://i.ebayimg.com/00/s/MTU1NVg3MDQ=/z/2KEAAOSwwnZlCSzV/$_57.PNG?set_id=880000500F,15.29 USD,in_stock,new
386130890731,Windshield Wiper Motor - 10960 - for GM Chevy 08-14 1500 2500 3500 4500 19169125,Quality part from Bulldog of the Pines. eBay Condition: New other (see details),https://bulldogofthepines.com386130890731,https://i.ebayimg.com/00/s/MTAyMlgxNTA0/z/P7QAAOSwpMFlCS2r/$_57.PNG?set_id=880000500F,37.49 USD,in_stock,used
386130910005,Napa - Echlin - Diesel Oil Pump Seal Kit - KIT206 - for Select 05-10 Ford SD's,Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com386130910005,https://i.ebayimg.com/00/s/MTUyM1gxMjAw/z/r1wAAOSwhzRlCS8I/$_57.PNG?set_id=880000500F,29.74 USD,in_stock,new
386130920511,"(Qty 6) Tetra Whip w/ Male SMA RF Antennas 2-1/4"" UHF 380 ~ 500 MHz APAMSTJ-139",Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com386130920511,https://i.ebayimg.com/00/s/MTA3NFgxNTc0/z/rrwAAOSwV55lCTAz/$_57.PNG?set_id=880000500F,15.29 USD,in_stock,new
388117396838,"(Qty 4) Amesburytruth 24"" Window Channel Balances 2340 Replaces P/N FA2340 23-4",Quality part from Bulldog of the Pines. eBay Condition: Open box,https://bulldogofthepines.com388117396838,https://i.ebayimg.com/00/s/NDk5WDE1OTU=/z/z~UAAOSwYoJn24~M/$_57.PNG?set_id=880000500F,21.24 USD,in_stock,used
388117405944,(Qty 10) Backplates - for BD S-Gang BlueDiamond Card Readers w/ P/N 100-02620,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com388117405944,https://i.ebayimg.com/00/s/MTI5OFgxMTM4/z/Yp0AAOSwtWJn25B-/$_57.PNG?set_id=880000500F,16.99 USD,in_stock,used
388117423796,"(1,000) Gardner Bender WireGard GB-4 Black Hi Temp Wire Nuts 10-004HT 18-10 AWG",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com388117423796,https://i.ebayimg.com/00/s/MTM4MlgxMTI0/z/RPUAAOSwp11n25EY/$_57.PNG?set_id=880000500F,55.6 USD,in_stock,used
386001380351,"Parker - 30 Series -1"" ID x 1"" NPT Straight Field Attachable Nipple - 0130-16-16",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001380351,https://i.ebayimg.com/00/s/MTQ4OVg2MzM=/z/QcgAAOSwZsZk4Z28/$_57.PNG?set_id=880000500F,21.24 USD,in_stock,used
386001410093,"*Lot of 6* Hotsy - Quick Connect Couplers - 3/8"" x 3/8"" MNPT - Stainless Steel",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001410093,https://i.ebayimg.com/00/s/MTA0M1gxMDEy/z/qcsAAOSwVbdk4Z7U/$_57.PNG?set_id=880000500F,38.99 USD,in_stock,used
385798557128,*Lot of 2* Bando - TL1610 - 7/8 Bore - Taper Lock Bushings - 6 Socket Set Screws,Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com385798557128,https://i.ebayimg.com/00/s/OTUxWDE0Mzg=/z/CBcAAOSwxv9kuL7m/$_57.PNG?set_id=880000500F,25.49 USD,in_stock,new
386001493318,"*Lot of 2* Anvil - Iron - Reducing Tee - 1-1/2"" FNPT x 1-1/2"" FNPT x 1"" FNPT",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001493318,https://i.ebayimg.com/00/s/MTU1NVg5MTA=/z/reYAAOSwZZZk4aKc/$_57.PNG?set_id=880000500F,21.24 USD,in_stock,used
385798588667,"Huron - Steel Serrated Soft Lathe Chuck Jaw - KT12EHPL - for 12"" Chucks - M14",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com385798588667,https://i.ebayimg.com/00/s/OTg4WDE0ODM=/z/GeoAAOSwTvlkuMUs/$_57.PNG?set_id=880000500F,55.6 USD,in_stock,used
386001519905,Sigma Size 3 - 4-Hole Threaded Ductile Iron Flange - DF3-S C110 1X20K29D 250 psi,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001519905,https://i.ebayimg.com/00/s/MTEyNVgxMTQ5/z/seAAAOSwy8dk4aU1/$_57.PNG?set_id=880000500F,31.44 USD,in_stock,used
386001527526,"*Lot of 6* TSP - 2"" FNPT x 3/4"" FNPT - Hex Reducing Pipe Coupling - Iron",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001527526,https://i.ebayimg.com/00/s/MTAyNlgxNTE1/z/04AAAOSwiqdk4aXp/$_57.PNG?set_id=880000500F,33.99 USD,in_stock,used
386001541223,"Legend SA - 2"" FIP/ FNPT Black Floor Flange 350-468 - 4-Hole Class 150 5-1/2 OD",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001541223,https://i.ebayimg.com/00/s/MTAyOFgxMDM2/z/J9UAAOSwPZZk4aaf/$_57.PNG?set_id=880000500F,52.49 USD,in_stock,used
386001556461,"*Lot of 2* Victaulic FireLock EZ - 2"" Pipe Coupling LPCB - Style 109 2/60.3",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001556461,https://i.ebayimg.com/00/s/NTg2WDE1MjI=/z/1ZMAAOSwh-hk4ady/$_57.PNG?set_id=880000500F,27.19 USD,in_stock,used
387841415171,Thyssenkrupp Elevator - 2104CM002 - Max V2 Stand Alone Install Kit,Quality part from Bulldog of the Pines. eBay Condition: Open box,https://bulldogofthepines.com387841415171,https://i.ebayimg.com/00/s/ODAyWDEwMjU=/z/CucAAOSwEIhnje7U/$_57.PNG?set_id=880000500F,129.3 USD,in_stock,used
386001571115,Victaulic - 3x2-1/2 Grooved Eccentric Reducer Pipe Coupling - 88.9x73 - No. 51,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001571115,https://i.ebayimg.com/00/s/MTIwNFgxMDQ5/z/nKUAAOSwUhVk4ag9/$_57.PNG?set_id=880000500F,25.49 USD,in_stock,used
386001607459,"Sigma - 10"" Mechanical Joint (MJ) Connector DMCP10 - 350 psi - Ductile Iron *NOS",Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com386001607459,https://i.ebayimg.com/00/s/MTE3NFgxMTg1/z/bjQAAOSwVrJk4aqO/$_57.PNG?set_id=880000500F,87.09 USD,in_stock,used
387841468350,Yuken Hydraulic Cylinder/ Actuator C-4117B CGFB63B210R 63mm Bore x 210mm Stroke,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com387841468350,https://i.ebayimg.com/00/s/MTQ5N1g0NTY=/z/3sEAAOSwYZhnjfVB/$_57.PNG?set_id=880000500F,194.29 USD,in_stock,used
387841478729,OEM John Deere Right-Side Hanger AW31812 for Flex-Wing Rotary Cutters CX15 HX15,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com387841478729,https://i.ebayimg.com/00/s/NjM4WDE2MDA=/z/Yb4AAOSw0pxnjfW1/$_57.PNG?set_id=880000500F,318.24 USD,in_stock,used
387841490683,Bucket/ Cylinder Arm Link - 206-70-57120 - for Komatsu PC220 PC240 Excavators,Quality part from Bulldog of the Pines. eBay Condition: New – Open box,https://bulldogofthepines.com387841490683,https://i.ebayimg.com/00/s/NTAwWDE0ODc=/z/LKIAAOSw7RRnjfY1/$_57.PNG?set_id=880000500F,225.11 USD,in_stock,used
387221654287,Oracle Lighting Oculus Bi-LED Replacement Headlight for 21+ Bronco *See Desc*,Quality part from Bulldog of the Pines. eBay Condition: For parts or not working,https://bulldogofthepines.com387221654287,https://i.ebayimg.com/00/s/MTA1NFgxMDMw/z/XMgAAOSwc2tmme1K/$_57.PNG?set_id=880000500F,66.99 USD,in_stock,used
386944792033,Damianou - Black Maxi Dress - 2XL - Short Sleeve - Sparkles - Fringe - V-Neck,Quality part from Bulldog of the Pines. eBay Condition: Pre-owned - Good,https://bulldogofthepines.com386944792033,https://i.ebayimg.com/00/s/MTU3M1g3NTg=/z/Cb8AAOSwX9RmJCXd/$_57.PNG?set_id=880000500F,33.99 USD,in_stock,used
386005659580,*Lot of 4* AP Air 90 #6 Female O-Ring - 5/16 Hose - 5/8-18 - 461-7533 SR-1321SH,Quality part from Bulldog of the Pines. eBay Condition: New,https://bulldogofthepines.com386005659580,https://i.ebayimg.com/00/s/MTQ3OFg5ODk=/z/enMAAOSwlrlk4nha/$_57.PNG?set_id=880000500F,25.49 USD,in_stock,new
386944809165,Adidas - Womens Navy w/ Pink Stripes Long Sleeve Pullover Top - XS - 1/4 Zip,Quality part from Bulldog of the Pines. eBay Condition: Pre-owned - Good,https://bulldogofthepines.com386944809165,https://i.ebayimg.com/00/s/MTE1NlgxMDIy/z/JHAAAOSwiMxmJCfj/$_57.PNG?set_id=880000500F,12.74 USD,in_stock,used
