"id","title","link","image_link","price","availability","condition"
"387736804346","AFL - Standard Compression Jumper Connector 5030.116 - 715.5 mil - 30AH - 30/19","https://bulldogofthepines.com/387736804346","https://bulldogofthepines.com/banner.jpg","25.49 USD","in_stock","used"
"387736810309","Hyco - 13-Piece Seal Kit - 14760 - 1HYCAN14760 - 332-7551-0 - Exp 4Q27","https://bulldogofthepines.com/387736810309","https://bulldogofthepines.com/banner.jpg","44.99 USD","in_stock","used"
"387736814389","Hyco - 13-Piece Seal Kit - 14760 - 1HYCAN14760 - 332-7551-0 - Exp 4Q27","https://bulldogofthepines.com/387736814389","https://bulldogofthepines.com/banner.jpg","110.54 USD","in_stock","new"
"386290757668","Polo Ralph Lauren - Women's Black Turtleneck Dress - S - Wool w/ Silk Lower Tier","https://bulldogofthepines.com/386290757668","https://bulldogofthepines.com/banner.jpg","33.99 USD","in_stock","used"
"386290785078","Theia - Floral Print Dress/ Gown - Sleeveless - Lace - Black, Yellow, & Gold - 8","https://bulldogofthepines.com/386290785078","https://bulldogofthepines.com/banner.jpg","100.49 USD","in_stock","used"
"386865561890","*Lot of 6* Tetra Pak - 9"" Scraper Blades 87812000313 - for Ind. Ice Cream Mixers","https://bulldogofthepines.com/386865561890","https://bulldogofthepines.com/banner.jpg","41.24 USD","in_stock","used"
"386865632849","PCM - Moineau - Stator - 28604-1647 - for Progressive Cavity Pumps 120I5 *NOS*","https://bulldogofthepines.com/386865632849","https://bulldogofthepines.com/banner.jpg","200.99 USD","in_stock","used"
"386865840569","*Lot of 2* Tetra Pak - 955mm (37-7/16"") Large Scraper Blades - 5941101-0213","https://bulldogofthepines.com/386865840569","https://bulldogofthepines.com/banner.jpg","56.24 USD","in_stock","used"
"386865845185","*Lot of 2* Tetra Pak - 17-5/8"" 3-Hole Blades 78-162-2081 - for Industrial Equip","https://bulldogofthepines.com/386865845185","https://bulldogofthepines.com/banner.jpg","32.29 USD","in_stock","used"
"386865853660","*Lot of 2* Tetra Pak Hoyer - 18-3/4"" 3-Hole Scraper Blades - 5971102-0630","https://bulldogofthepines.com/386865853660","https://bulldogofthepines.com/banner.jpg","33.99 USD","in_stock","used"
"387212518861","Fresenius - Circuit Board LP955 - 677818 - for Medical Devices *See Description*","https://bulldogofthepines.com/387212518861","https://bulldogofthepines.com/banner.jpg","150.74 USD","in_stock","used"
"387212518863","Converse Kith x Chuck Taylor 70 High 'Black Monogram' 171864C - Mens 6, Womens 8","https://bulldogofthepines.com/387212518863","https://bulldogofthepines.com/banner.jpg","52.49 USD","in_stock","used"
"385621333106","*Lot of 2* Goodyear - Classic - C136 - Industrial Serpentine/ Accessory V-Belt","https://bulldogofthepines.com/385621333106","https://bulldogofthepines.com/banner.jpg","25.49 USD","in_stock","new"
"385621333917","Goodyear - Classic - C170 - Industrial/ Commercial Serpentine/ Accessory V-Belt","https://bulldogofthepines.com/385621333917","https://bulldogofthepines.com/banner.jpg","25.49 USD","in_stock","new"
"388282953039","Cummins Sensor Adapter 9/16""-18 Conns 4940215 for EPA13 6.7 Liter ISB/QSB Engine","https://bulldogofthepines.com/388282953039","https://bulldogofthepines.com/banner.jpg","16.99 USD","in_stock","used"
"388282969650","(Box of 10) Eaton - 1454 1-1/2"" - EMT Set Screw Type Connector Conduit Fitting","https://bulldogofthepines.com/388282969650","https://bulldogofthepines.com/banner.jpg","23.79 USD","in_stock","used"
"388283001333","(Qty 3) 2-1/2"" Male NPT Square Head Plugs - 304 SS Stainless Steel - 40SQ112N212","https://bulldogofthepines.com/388283001333","https://bulldogofthepines.com/banner.jpg","21.24 USD","in_stock","used"
"388283009348","Quadrant - 1/2"" FNPT Series S6 Seal-Welded SS Ball Valve - API 608 - PEEK Seat","https://bulldogofthepines.com/388283009348","https://bulldogofthepines.com/banner.jpg","25.49 USD","in_stock","used"
"388283039449","(Qty 12) 1/2"" Female NPT 90? Elbow Iron Pipe Fittings - UL Listed/ FM Approved","https://bulldogofthepines.com/388283039449","https://bulldogofthepines.com/banner.jpg","21.24 USD","in_stock","used"
"388283053471","(Bag of 100) NTI - 25x38x6.5 100% NBR Buna-N Oil Seals - 2209 - Black *NOT TCV*","https://bulldogofthepines.com/388283053471","https://bulldogofthepines.com/banner.jpg","54.26 USD","in_stock","used"
"388283060775","(Qty 10) SPF - 1-1/4"" x 1-1/4"" Grooved Weld Outlets - 300# - SCH 40 - 3"" Length","https://bulldogofthepines.com/388283060775","https://bulldogofthepines.com/banner.jpg","21.24 USD","in_stock","used"
"388283091010","Dixon 2"" NPSM King Short Shank Suction Complete Coupling S-78 (S-25 S-26 S-27)","https://bulldogofthepines.com/388283091010","https://bulldogofthepines.com/banner.jpg","22.09 USD","in_stock","used"
"388283100352","Dixon - W-Series Wingstyle Female Threaded Coupler 6WF4-B - 1/2"" FNPT, 3/4"" Body","https://bulldogofthepines.com/388283100352","https://bulldogofthepines.com/banner.jpg","22.94 USD","in_stock","used"
"388283107504","(Qty 4) WM - 3/4"" x 1/2"" MNPT Steel Pipe Reducer Fittings - SCH 80 - SP-95 - WPB","https://bulldogofthepines.com/388283107504","https://bulldogofthepines.com/banner.jpg","21.24 USD","in_stock","used"
"388283110911","1-1/2"" Weld Neck Raised Face Slip-On Flange - 300# - SCH XS - WN SO-RF *NOS*","https://bulldogofthepines.com/388283110911","https://bulldogofthepines.com/banner.jpg","21.24 USD","in_stock","used"
"389385371041","(Qty 2) Koch 3/16"" x 20' Grade 30, 800 lbs Max Chain Electrogalvanized No Hooks","https://bulldogofthepines.com/389385371041","https://bulldogofthepines.com/banner.jpg","33.59 USD","in_stock","new"
"388283114645","HM - 3"" x 3"" x 1-1/2"" Weld Tee - SCH XH - A234 - WPB - Carbon Steel","https://bulldogofthepines.com/388283114645","https://bulldogofthepines.com/banner.jpg","27.19 USD","in_stock","used"
"388283118493","(Qty 5) 3/8"" x 5"" NPT x OAL Pipe Nipples - SCH 80 - A/SA106-B Carbon Steel","https://bulldogofthepines.com/388283118493","https://bulldogofthepines.com/banner.jpg","22.94 USD","in_stock","used"
"389385389324","Burns 2"" RF Flanged Thermowell 16"" Tapered Stem 316L Stainless 1/2"" Port 150#","https://bulldogofthepines.com/389385389324","https://bulldogofthepines.com/banner.jpg","159.99 USD","in_stock","used"
"388283123789","(Qty 10) 1-1/4"" Female NPT Straight Pipe Couplings - UL Listed/ FM Approved","https://bulldogofthepines.com/388283123789","https://bulldogofthepines.com/banner.jpg","33.99 USD","in_stock","used"
"389385406827","(Box of 5) Southwire - 2-1/2"" Steel Sealing Conduit Locknut - #717 - LNS-250-I","https://bulldogofthepines.com/389385406827","https://bulldogofthepines.com/banner.jpg","47.99 USD","in_stock","used"
"389385412384","Thorlabs Adjustable/ Variable Height Pedestal Post (P-Post) BLP01/M 1-1/2"" OD","https://bulldogofthepines.com/389385412384","https://bulldogofthepines.com/banner.jpg","62.39 USD","in_stock","used"
"389389024141","(Qty 2) Shurflo - Water Pressure Reducer Valves 65 psi - 183-165-01 - 3/8"" Barb","https://bulldogofthepines.com/389389024141","https://bulldogofthepines.com/banner.jpg","22.49 USD","in_stock","new"
"389389027606","Generant - Back Pressure Regulator - 1/4"" NPT - 100-350 psi - BPR-250I-C-320","https://bulldogofthepines.com/389389027606","https://bulldogofthepines.com/banner.jpg","39.99 USD","in_stock","used"
"389389035541","(Bag of 25) NDL - 1/2"" 90? Short Radius Copper Elbows Cup x Cup CxC - CS7-08 107","https://bulldogofthepines.com/389389035541","https://bulldogofthepines.com/banner.jpg","17.99 USD","in_stock","new"
"389389061864","Eaton 3/4"" Model 85 Y-Strainer 600# SWE Carbon Steel SS Screen SY085007ES30A NOS","https://bulldogofthepines.com/389389061864","https://bulldogofthepines.com/banner.jpg","71.99 USD","in_stock","used"
"389389069236","Eaton - 3/4"" Model 85 Y-Strainer 600# SWE Carbon Steel SS Screen - SY085007ES30A","https://bulldogofthepines.com/389389069236","https://bulldogofthepines.com/banner.jpg","87.99 USD","in_stock","used"
"389389091089","(Qty 2) Kimball Midwest 1"" Female JIC Swivel x Hose Crimp 45? Elbow EFJX45-16-16","https://bulldogofthepines.com/389389091089","https://bulldogofthepines.com/banner.jpg","33.99 USD","in_stock","used"
"389389115588","(Qty 5) 1"" NPT x 17"" Long Steel Pipe Nipples SCH 40","https://bulldogofthepines.com/389389115588","https://bulldogofthepines.com/banner.jpg","33.99 USD","in_stock","used"
"388605436669","(Lot of 9) DC Comics - Icon - 1993 - Issues #2 #4 #5 #6 #7 #11 #19 #20 #21","https://bulldogofthepines.com/388605436669","https://bulldogofthepines.com/banner.jpg","21.24 USD","in_stock","used"
